content,length,word_count,type
PRM/KA/RERA/1251/309/PR/201001/003610,37,1,visible_text
SUDHAKARA REDDY ANNEM,21,3,visible_text
Affinity Fidelity,17,2,visible_text
2254,4,1,visible_text
ACK/KA/RERA/1251/308/PR/200710/004117,37,1,visible_text
PRM/KA/RERA/1251/308/PR/200811/003537,37,1,visible_text
IndiaBuild Realtors Pvt Ltd,27,4,visible_text
The Imperial Address – Phase II,31,6,visible_text
2255,4,1,visible_text
ACK/KA/RERA/1251/309/PR/200710/004123,37,1,visible_text
PRM/KA/RERA/1251/309/PR/200811/003538,37,1,visible_text
Earth & Essence - Plotted Development,37,6,visible_text
31-07-2022 - 31-07-2023,23,3,visible_text
2256,4,1,visible_text
ACK/KA/RERA/1251/309/PR/200716/004133,37,1,visible_text
PRM/KA/RERA/1251/309/PR/200914/003603,37,1,visible_text
Glen Ridge,10,2,visible_text
14/09/2020,10,1,visible_text
2257,4,1,visible_text
ACK/KA/RERA/1251/310/PR/200710/004122,37,1,visible_text
Purva Park Hill (Tower C),25,5,visible_text
As per Hon'ble Authority order dated: 17/01/2023 request for registration of project has been Withdrawal is Approved.,117,17,visible_text
2258,4,1,visible_text
ACK/KA/RERA/1251/308/PR/200710/004125,37,1,visible_text
PRM/KA/RERA/1251/308/PR/200827/003572,37,1,visible_text
Bhavisha Bentley Greens,23,3,visible_text
2259,4,1,visible_text
ACK/KA/RERA/1251/309/PR/200729/004155,37,1,visible_text
PRM/KA/RERA/1251/309/PR/201106/003686,37,1,visible_text
DS MAX SONATA NEST,18,4,visible_text
2260,4,1,visible_text
ACK/KA/RERA/1251/310/PR/200716/004134,37,1,visible_text
PRM/KA/RERA/1251/310/PR/200908/003590,37,1,visible_text
HIMAGIRI BUILDERS AND DEVELOPERS PRIVATE LIMITED,48,6,visible_text
HIMA SAI HEIGHTS,16,3,visible_text
28/08/2024,10,1,visible_text
28-08-2023,10,1,visible_text
28-08-2023 - 28-08-2024,23,3,visible_text
2261,4,1,visible_text
ACK/KA/RERA/1251/308/PR/200828/004208,37,1,visible_text
J P SUPREME,11,3,visible_text
HIGH POINT,10,2,visible_text
As per Hon’ble Authority order dated 07/04/2021 rejected the grant of registration.,83,12,visible_text
2262,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200720/004143,37,1,visible_text
PRM/KA/RERA/1251/446/PR/200811/003545,37,1,visible_text
VAISHNO BUILDERS,16,2,visible_text
VAISHNO SEASONS,15,2,visible_text
2263,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200720/004142,37,1,visible_text
PRM/KA/RERA/1251/446/PR/200817/003550,37,1,visible_text
Visalakshi Housing Projects,27,3,visible_text
Visalakshi Prakruthi,20,2,visible_text
2264,4,1,visible_text
ACK/KA/RERA/1251/309/PR/200722/004144,37,1,visible_text
PRM/KA/RERA/1251/309/PR/200827/003574,37,1,visible_text
ABHIGNA CONSTRUCTIONS,21,2,visible_text
ABHIGNA'S MISTY WOODS,21,3,visible_text
2265,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200723/004146,37,1,visible_text
PRM/KA/RERA/1251/446/PR/200817/003551,37,1,visible_text
PURSUIT OF A RADICAL RHAPSODY PHASE III,39,7,visible_text
2266,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200818/004185,37,1,visible_text
RAMESH PILLAPPA,15,2,visible_text
DESIRE TREE,11,2,visible_text
"As per the Hon'ble Authority Order dated 02-12-2021, application for project registration is rejected.",102,14,visible_text
21/01/2025,10,1,visible_text
2267,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200817/004184,37,1,visible_text
PRM/KA/RERA/1251/446/PR/201029/003668,37,1,visible_text
SK DWELLINGS LLP,16,3,visible_text
SK COSMOS,9,2,visible_text
2268,4,1,visible_text
ACK/KA/RERA/1251/308/PR/200814/004179,37,1,visible_text
PRM/KA/RERA/1251/308/PR/210319/004018,37,1,visible_text
Right Properties INc,20,3,visible_text
Right Grishma,13,2,visible_text
16/08/2023,10,1,visible_text
16-08-2022,10,1,visible_text
16-08-2022 - 16-08-2023,23,3,visible_text
2269,4,1,visible_text
ACK/KA/RERA/1251/310/PR/200808/004171,37,1,visible_text
PRM/KA/RERA/1251/310/PR/201001/003615,37,1,visible_text
SAMRUDDHI GREEN CITY : PHASE-2,30,5,visible_text
2270,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200807/004167,37,1,visible_text
JD BLOSSOMS,11,2,visible_text
JD BLOSSOM,10,2,visible_text
2271,4,1,visible_text
ACK/KA/RERA/1251/308/PR/200807/004168,37,1,visible_text
PRM/KA/RERA/1251/308/PR/201001/003616,37,1,visible_text
GOLDEN GATES HOME CITY,22,4,visible_text
2272,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200807/004169,37,1,visible_text
R GANGADHAR,11,2,visible_text
SAI SILICON CITY,16,3,visible_text
06-08-2023,10,1,visible_text
2273,4,1,visible_text
ACK/KA/RERA/1251/308/PR/200807/004170,37,1,visible_text
PRM/KA/RERA/1251/308/PR/211117/004499,37,1,visible_text
Pushpam Realty,14,2,visible_text
PUSHPAM PARK STREET,19,3,visible_text
17/11/2021,10,1,visible_text
2274,4,1,visible_text
ACK/KA/RERA/1251/446/PR/210403/004883,37,1,visible_text
PRM/KA/RERA/1251/446/PR/210416/004124,37,1,visible_text
Grandus Infra Projects Pvt Ltd,30,5,visible_text
Grandus Quiet Woods,19,3,visible_text
16/04/2021,10,1,visible_text
2275,4,1,visible_text
ACK/KA/RERA/1251/308/PR/200819/004187,37,1,visible_text
PRM/KA/RERA/1251/308/PR/200827/003578,37,1,visible_text
Greendales,10,1,visible_text
23/11/2023,10,1,visible_text
23-11-2023,10,1,visible_text
2276,4,1,visible_text
ACK/KA/RERA/1251/308/PR/201103/004332,37,1,visible_text
PRM/KA/RERA/1251/308/PR/201201/003728,37,1,visible_text
SS BUILDERS,11,2,visible_text
SS PARADISE,11,2,visible_text
2277,4,1,visible_text
ACK/KA/RERA/1251/310/PR/200827/004203,37,1,visible_text
PRM/KA/RERA/1251/310/PR/201001/003619,37,1,visible_text
YOUNIVERSE REALTY,17,2,visible_text
Breathing Wall,14,2,visible_text
04/06/2022,10,1,visible_text
04-06-2022,10,1,visible_text
2278,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200825/004194,37,1,visible_text
JD BUILDERS,11,2,visible_text
As per Hon`ble Authority order dated 13/08/2021 application for project registration is rejected.,97,13,visible_text
31/08/2021,10,1,visible_text
2279,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200827/004206,37,1,visible_text
PRM/KA/RERA/1251/446/PR/200908/003599,37,1,visible_text
RADIANCE REALTY DEVELOPERS INDIA LIMITED,40,5,visible_text
Radiance Blossom,16,2,visible_text
2280,4,1,visible_text
ACK/KA/RERA/1251/309/PR/200826/004201,37,1,visible_text
PRM/KA/RERA/1251/309/PR/200908/003600,37,1,visible_text
M K SHIVAKUMAR,14,3,visible_text
Urban Icon,10,2,visible_text
05-05-2022,10,1,visible_text
2281,4,1,visible_text
ACK/KA/RERA/1251/310/PR/200901/004213,37,1,visible_text
DURGADEVI SHELTERS,18,2,visible_text
Durgadevi Shelters,18,2,visible_text
As per Hon’ble Authority order dated 01/04/2021 rejected the grant of registration.,83,12,visible_text
2282,4,1,visible_text
ACK/KA/RERA/1251/309/PR/200827/004205,37,1,visible_text
PRM/KA/RERA/1251/309/PR/201001/003621,37,1,visible_text
Marudhar Infra,14,2,visible_text
Tranquil,8,1,visible_text
2283,4,1,visible_text
ACK/KA/RERA/1251/309/PR/200829/004209,37,1,visible_text
PRM/KA/RERA/1251/309/PR/210119/003787,37,1,visible_text
Keya Homes Pvt Ltd,18,4,visible_text
Life By The Lake,16,4,visible_text
19/01/2021,10,1,visible_text
2284,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200831/004210,37,1,visible_text
PRM/KA/RERA/1251/446/PR/201001/003623,37,1,visible_text
ADHARSH PROJECTS,16,2,visible_text
ADHARSH CRYSTAL,15,2,visible_text
2285,4,1,visible_text
ACK/KA/RERA/1251/310/PR/200922/004248,37,1,visible_text
PRM/KA/RERA/1251/310/PR/201125/003704,37,1,visible_text
Primus Lifespaces Pvt Ltd,25,4,visible_text
Mantri Courtyard Phase 5,24,4,visible_text
29/03/2024,10,1,visible_text
29-03-2024,10,1,visible_text
2286,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200903/004215,37,1,visible_text
PRM/KA/RERA/1251/446/PR/201001/003624,37,1,visible_text
UNITED DEVELOPERS,17,2,visible_text
31/08/2023,10,1,visible_text
2287,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200904/004217,37,1,visible_text
PRM/KA/RERA/1251/446/PR/201001/003625,37,1,visible_text
KINGSTON VENTURES INDIA PRIVATE LIMITED,39,5,visible_text
KINGSTON GRANDEUR,17,2,visible_text
2288,4,1,visible_text
ACK/KA/RERA/1251/446/PR/201003/004275,37,1,visible_text
PRM/KA/RERA/1251/446/PR/201029/003670,37,1,visible_text
KEYSTONE PROJECTS,17,2,visible_text
KEYSTONE DSR STAR LIGHT,23,4,visible_text
04/09/2023,10,1,visible_text
04-09-2023,10,1,visible_text
2289,4,1,visible_text
ACK/KA/RERA/1251/309/PR/200907/004219,37,1,visible_text
PRM/KA/RERA/1251/309/PR/200908/003602,37,1,visible_text
SAI TRISHA INFRA ENGINEERS PVT LTD,34,6,visible_text
SAI TRISHA LAYOUT,17,3,visible_text
2290,4,1,visible_text
ACK/KA/RERA/1251/308/PR/200907/004220,37,1,visible_text
PRM/KA/RERA/1251/308/PR/200914/003604,37,1,visible_text
DV REALTORS,11,2,visible_text
SBR LUCKY MALL,14,3,visible_text
2291,4,1,visible_text
ACK/KA/RERA/1251/308/PR/201208/004428,37,1,visible_text
PRM/KA/RERA/1251/308/PR/210119/003788,37,1,visible_text
SUBHA ELAN,10,2,visible_text
2292,4,1,visible_text
ACK/KA/RERA/1251/308/PR/201001/004272,37,1,visible_text
M s TBC HOMES INFRA CROP,24,6,visible_text
GRAND LA-CASA,13,2,visible_text
13/07/2022,10,1,visible_text
13-07-2022,10,1,visible_text
2293,4,1,visible_text
ACK/KA/RERA/1251/309/PR/201003/004274,37,1,visible_text
PRM/KA/RERA/1251/309/PR/201125/003705,37,1,visible_text
SUVRITH STRUCTURES,18,2,visible_text
SUVRITH SADAN,13,2,visible_text
2294,4,1,visible_text
ACK/KA/RERA/1251/308/PR/200911/004229,37,1,visible_text
PRM/KA/RERA/1251/308/PR/210422/004139,37,1,visible_text
SRIPARVATA and BEST REALTY,26,4,visible_text
GREEN COUNTY,12,2,visible_text
22/04/2021,10,1,visible_text
20/08/2022,10,1,visible_text
20-08-2022,10,1,visible_text
2295,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200912/004230,37,1,visible_text
PRM/KA/RERA/1251/446/PR/201001/003626,37,1,visible_text
Assetz Marq Building 3 - Tower 6,32,7,visible_text
2296,4,1,visible_text
ACK/KA/RERA/1251/309/PR/200914/004233,37,1,visible_text
PRM/KA/RERA/1251/309/PR/201001/003627,37,1,visible_text
CENTURY SHELTORS DEVELOPERS PRIVATE LIMITED,43,5,visible_text
CENTURY ETHOS (SHELTORS SHARE),30,4,visible_text
2297,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200917/004240,37,1,visible_text
PRM/KA/RERA/1251/446/PR/201001/003628,37,1,visible_text
Soul & Soil - Phase 2A,22,6,visible_text
2298,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200916/004236,37,1,visible_text
PRM/KA/RERA/1251/446/PR/201013/003651,37,1,visible_text
SARITHA DEVELOPERS,18,2,visible_text
SARITHA SPLENDOR LSR,20,3,visible_text
23/06/2023,10,1,visible_text
23-06-2023,10,1,visible_text
2299,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200917/004238,37,1,visible_text
PRM/KA/RERA/1251/446/PR/201001/003629,37,1,visible_text
GAZY MAG PVT LTD,16,4,visible_text
CASAGRAND BOULEVARD,19,2,visible_text
2300,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200918/004242,37,1,visible_text
SVL BUILDERS AND DEVELOPERS,27,4,visible_text
SVL IESHTA,10,2,visible_text
2301,4,1,visible_text
ACK/KA/RERA/1251/310/PR/200918/004244,37,1,visible_text
PRM/KA/RERA/1251/310/PR/220601/004946,37,1,visible_text
Purva Park Hill (Wing A),24,5,visible_text
2302,4,1,visible_text
ACK/KA/RERA/1251/310/PR/200919/004245,37,1,visible_text
PRM/KA/RERA/1251/310/PR/220601/004947,37,1,visible_text
Purva Park Hill (Wing B),24,5,visible_text
2303,4,1,visible_text
ACK/KA/RERA/1251/310/PR/200918/004243,37,1,visible_text
PRM/KA/RERA/1251/310/PR/220601/004948,37,1,visible_text
Purva Park Hill (Wing C),24,5,visible_text
2304,4,1,visible_text
ACK/KA/RERA/1251/310/PR/200919/004246,37,1,visible_text
PRM/KA/RERA/1251/310/PR/220601/004949,37,1,visible_text
Purva Park Hill (Wing D),24,5,visible_text
2305,4,1,visible_text
ACK/KA/RERA/1251/309/PR/200924/004252,37,1,visible_text
PRM/KA/RERA/1251/309/PR/201029/003672,37,1,visible_text
Arena,5,1,visible_text
2306,4,1,visible_text
ACK/KA/RERA/1251/308/PR/200925/004255,37,1,visible_text
PRM/KA/RERA/1251/308/PR/201029/003673,37,1,visible_text
ADITHYA HOMES,13,2,visible_text
ADITHYA HOMES PARADISE,22,3,visible_text
01-12-2022,10,1,visible_text
2307,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200925/004256,37,1,visible_text
PRM/KA/RERA/1251/446/PR/201001/003630,37,1,visible_text
In That Quiet Earth Phase-2a,28,5,visible_text
2308,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200926/004257,37,1,visible_text
JP GROUP,8,2,visible_text
JP HEIGHTS,10,2,visible_text
"As per the Hon'ble Authority Order dated 17-11-2021, application for project registration is rejected.",102,14,visible_text
2309,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200928/004262,37,1,visible_text
SV BUILDERS,11,2,visible_text
VISWAM HOMES,12,2,visible_text
2310,4,1,visible_text
ACK/KA/RERA/1251/446/PR/200930/004263,37,1,visible_text
PRM/KA/RERA/1251/446/PR/201125/003708,37,1,visible_text
SREE SAI BUILDERS AND DEVELOPERS,32,5,visible_text
22/09/2025,10,1,visible_text
22-09-2025,10,1,visible_text
2311,4,1,visible_text
ACK/KA/RERA/1251/308/PR/200930/004268,37,1,visible_text
PRM/KA/RERA/1251/308/PR/201021/003660,37,1,visible_text
CONFIDENT PROJECTS INDIA PRIVATE LIMITED,40,5,visible_text
CONFIDENT SNOW FLAKE,20,3,visible_text
21/10/2020,10,1,visible_text
2312,4,1,visible_text
TOR/ACK/KA/RERA/1251/446/PR/201113/004358,41,1,visible_text
TOR/PRM/KA/RERA/1251/446/PR/230419/001674,41,1,visible_text
Inesa Ventures LLP,18,3,visible_text
DNR Arista Phase 1,18,4,visible_text
19/04/2023,10,1,visible_text
12/12/2024,10,1,visible_text
12-12-2024,10,1,visible_text
2313,4,1,visible_text
ACK/KA/RERA/1251/308/PR/201109/004347,37,1,visible_text
PRM/KA/RERA/1251/308/PR/201215/003742,37,1,visible_text
ARS Green Villae Raspberry,26,4,visible_text
2314,4,1,visible_text
ACK/KA/RERA/1251/310/PR/201004/004277,37,1,visible_text
PRM/KA/RERA/1251/310/PR/201125/003710,37,1,visible_text
MS AISHWARYAM CONCEPT HOMES,27,4,visible_text
AISHWARAYAM TRANQUIL,20,2,visible_text
2315,4,1,visible_text
ACK/KA/RERA/1251/310/PR/210402/004877,37,1,visible_text
PRM/KA/RERA/1251/310/PR/211117/004500,37,1,visible_text
SRI RAJSHEKAR,13,2,visible_text
NAGARBHAVI MARVEL,17,2,visible_text
31-01-2024,10,1,visible_text
2316,4,1,visible_text
ACK/KA/RERA/1251/310/PR/201112/004351,37,1,visible_text
PRM/KA/RERA/1251/310/PR/201215/003743,37,1,visible_text
SK SURAKSHA PROPERTIES,22,3,visible_text
SURAKSHA SILVER OAK,19,3,visible_text
2317,4,1,visible_text
ACK/KA/RERA/1251/446/PR/201216/004449,37,1,visible_text
PRM/KA/RERA/1251/446/PR/210219/003912,37,1,visible_text
DSR ELIXIR (PHASE I),20,4,visible_text
19/02/2021,10,1,visible_text
15/03/2023,10,1,visible_text
2318,4,1,visible_text
ACK/KA/RERA/1251/446/PR/201004/004276,37,1,visible_text
PRM/KA/RERA/1251/446/PR/201021/003661,37,1,visible_text
Saptagiri Maharshi Builders,27,3,visible_text
Saptagiri Maharshi Gokulam,26,3,visible_text
2319,4,1,visible_text
TOR/ACK/KA/RERA/1251/310/PR/201006/004282,41,1,visible_text
TOR/PRM/KA/RERA/1251/310/PR/210702/002480,41,1,visible_text
PANTHEON ONE,12,2,visible_text
ALCAZAR,7,1,visible_text
2320,4,1,visible_text
ACK/KA/RERA/1251/308/PR/201017/004313,37,1,visible_text
PRM/KA/RERA/1251/308/PR/201106/003692,37,1,visible_text
BRICKS AND MILESTONES PROJECTS LLP,34,5,visible_text
WONDERWALL,10,1,visible_text
01/10/2024,10,1,visible_text
01-10-2024,10,1,visible_text
2321,4,1,visible_text
ACK/KA/RERA/1251/308/PR/201008/004285,37,1,visible_text
PRM/KA/RERA/1251/308/PR/201029/003676,37,1,visible_text
Amrit Homes,11,2,visible_text
SAKOON,6,1,visible_text
2322,4,1,visible_text
ACK/KA/RERA/1251/446/PR/201008/004288,37,1,visible_text
SANTOSH GLEN LEWIS,18,3,visible_text
GLORIOUS - A2,13,3,visible_text
As per order dated 29/01/2021 application has been rejected,59,9,visible_text
2323,4,1,visible_text
ACK/KA/RERA/1251/472/PR/201020/004318,37,1,visible_text
PRM/KA/RERA/1251/472/PR/201029/003677,37,1,visible_text
RAMA REDDY H,12,3,visible_text
FUSION 4 PEARL,14,3,visible_text
25/04/2023,10,1,visible_text
25-04-2023,10,1,visible_text
2324,4,1,visible_text
ACK/KA/RERA/1251/446/PR/201012/004296,37,1,visible_text
PRM/KA/RERA/1251/446/PR/201125/003715,37,1,visible_text
Vaishno Projects,16,2,visible_text
2325,4,1,visible_text
ACK/KA/RERA/1251/308/PR/201013/004303,37,1,visible_text
PRM/KA/RERA/1251/308/PR/201106/003694,37,1,visible_text
MODERN SPAACES VENTURES,23,3,visible_text
SOUL TREE - SERINITY,20,4,visible_text
2326,4,1,visible_text
ACK/KA/RERA/1251/308/PR/201017/004312,37,1,visible_text
PRM/KA/RERA/1251/308/PR/201125/003717,37,1,visible_text
SNR MAGNOLIA PARK,17,3,visible_text
2327,4,1,visible_text
ACK/KA/RERA/1251/446/PR/201020/004316,37,1,visible_text
K Munikrishnappa MD Sai Reniit Projects,39,6,visible_text
SAI METRO CITY PHASE VII,24,5,visible_text
As per Hon’ble Authority order dated 16/03/2021 rejected the grant of registration,82,12,visible_text
18/10/2021,10,1,visible_text
18-10-2021,10,1,visible_text
2328,4,1,visible_text
ACK/KA/RERA/1251/308/PR/201028/004326,37,1,visible_text
PRM/KA/RERA/1251/308/PR/201215/003745,37,1,visible_text
G R CONSTRUCTIONS,17,3,visible_text
G.R. SAMSKRUTHI,15,2,visible_text
30/11/2025,10,1,visible_text
30-11-2025,10,1,visible_text
2329,4,1,visible_text
TOR/ACK/KA/RERA/1251/472/PR/201019/004315,41,1,visible_text
As per the Hon'ble Authority Order dated 23-03-2023 application for project registration is rejected.,101,14,visible_text
30-09-2025 - 30-03-2026,23,3,visible_text
2330,4,1,visible_text
ACK/KA/RERA/1251/446/PR/201107/004344,37,1,visible_text
PRM/KA/RERA/1251/446/PR/210129/003798,37,1,visible_text
TRIFECTA BUENO,14,2,visible_text
29/01/2021,10,1,visible_text
2331,4,1,visible_text
ACK/KA/RERA/1251/309/PR/201023/004321,37,1,visible_text
PRM/KA/RERA/1251/309/PR/201125/003719,37,1,visible_text
SV DEVELOPERS,13,2,visible_text
S.V. BREZZA,11,2,visible_text
04/10/2023,10,1,visible_text
04-10-2023,10,1,visible_text
2332,4,1,visible_text
TOR/ACK/KA/RERA/1251/309/PR/201027/004325,41,1,visible_text
TOR/PRM/KA/RERA/1251/309/PR/211028/002104,41,1,visible_text
True-Blue Realty Private Limited,32,4,visible_text
28/10/2021,10,1,visible_text
30-12-2021 - 29-12-2022,23,3,visible_text
29-12-2022 - 30-12-2024,23,3,visible_text
2333,4,1,visible_text
ACK/KA/RERA/1251/472/PR/201102/004330,37,1,visible_text
PRM/KA/RERA/1251/472/PR/201125/003721,37,1,visible_text
Sai Kalyan builders and developers pvt ltd,42,7,visible_text
Sai Kalyan Water Edge,21,4,visible_text
2334,4,1,visible_text
ACK/KA/RERA/1251/308/PR/201106/004342,37,1,visible_text
P SATHYA SHEKAR,15,3,visible_text
RADIANT KAIRA,13,2,visible_text
As per Hon’ble Authority order dated 06/03/2021 rejected the grant of registration,82,12,visible_text
2335,4,1,visible_text
ACK/KA/RERA/1251/310/PR/201125/004396,37,1,visible_text
PRM/KA/RERA/1251/310/PR/210216/003899,37,1,visible_text
16/02/2021,10,1,visible_text
2336,4,1,visible_text
ACK/KA/RERA/1251/310/PR/201125/004397,37,1,visible_text
PRM/KA/RERA/1251/310/PR/210216/003900,37,1,visible_text
2337,4,1,visible_text
ACK/KA/RERA/1251/309/PR/201105/004340,37,1,visible_text
PRM/KA/RERA/1251/309/PR/201215/003747,37,1,visible_text
NMR SOFTWARE SOLUTIONS PRIVATE LIMITED,38,5,visible_text
GREEN NEST,10,2,visible_text
14/06/2024,10,1,visible_text
14-06-2022,10,1,visible_text
14-06-2022 - 14-06-2023,23,3,visible_text
14-06-2023 - 14-06-2024,23,3,visible_text
2338,4,1,visible_text
TOR/ACK/KA/RERA/1251/310/PR/201030/004328,41,1,visible_text
TOR/PRM/KA/RERA/1251/310/PR/210907/001675,41,1,visible_text
BRS Associates,14,2,visible_text
2339,4,1,visible_text
ACK/KA/RERA/1251/310/PR/201209/004433,37,1,visible_text
M Jayachandra Reddy,19,3,visible_text
vallabha jaganath skn,21,3,visible_text
2340,4,1,visible_text
ACK/KA/RERA/1251/308/PR/201117/004365,37,1,visible_text
PRM/KA/RERA/1251/308/PR/201201/003732,37,1,visible_text
TBC Homes Infra Corp,20,4,visible_text
GRAND LA CASA,13,3,visible_text
2341,4,1,visible_text
ACK/KA/RERA/1251/446/PR/201103/004336,37,1,visible_text
SRI LORVEN CONSTRUCTIONS,24,3,visible_text
SRI LORVEN EMERALD,18,3,visible_text
As per Hon’ble Authority order dated 19/03/2021 rejected the grant of registration,82,12,visible_text
2342,4,1,visible_text
ACK/KA/RERA/1251/309/PR/201107/004343,37,1,visible_text
AVANTGARDE HOMES,16,2,visible_text
AvantGarde One,14,2,visible_text
2343,4,1,visible_text
ACK/KA/RERA/1251/308/PR/201107/004345,37,1,visible_text
PRM/KA/RERA/1251/308/PR/201201/003733,37,1,visible_text
DS MAX SAHARA,13,3,visible_text
2344,4,1,visible_text
ACK/KA/RERA/1251/446/PR/201201/004405,37,1,visible_text
PRM/KA/RERA/1251/446/PR/210219/003942,37,1,visible_text
"Sobha Windsor Phase 2 Wing 3, 4 and 5",37,9,visible_text
30/04/2026,10,1,visible_text
30-04-2026,10,1,visible_text
2345,4,1,visible_text
ACK/KA/RERA/1251/446/PR/201117/004364,37,1,visible_text
PRM/KA/RERA/1251/446/PR/210219/003937,37,1,visible_text
"Sobha Windsor Phase 3 Wing 6, 7 and 8",37,9,visible_text
30-09-2027,10,1,visible_text
2346,4,1,visible_text
ACK/KA/RERA/1251/446/PR/201117/004362,37,1,visible_text
PRM/KA/RERA/1251/446/PR/210219/003938,37,1,visible_text
"Sobha Windsor Phase 4 Wing 9, 10 and 11",39,9,visible_text
31/03/2028,10,1,visible_text
31-03-2028,10,1,visible_text
2347,4,1,visible_text
ACK/KA/RERA/1251/446/PR/201112/004353,37,1,visible_text
PRM/KA/RERA/1251/446/PR/210219/003939,37,1,visible_text
Sobha Windsor Phase 1 Wing 1 and 2,34,8,visible_text
2348,4,1,visible_text
ACK/KA/RERA/1251/309/PR/201209/004435,37,1,visible_text
PRM/KA/RERA/1251/309/PR/210804/004209,37,1,visible_text
VSL REALTIES PVT LTD,20,4,visible_text
VSL SRINIDHI GARDENIA PHASE-2,29,4,visible_text
04/08/2021,10,1,visible_text
2349,4,1,visible_text
ACK/KA/RERA/1251/310/PR/210106/004496,37,1,visible_text
